Language, Ratio
Python_DEAP-List, 3.54597370052244
Python_DEAP_numpy-BitVector, 1.59078816301378
Ruby-BitVector, 47.0157422349286
Haskell-Sequence, 69302.3681640625
clojure-BitVector, 138.906262931195
perlsimple-BitString, 11.2452729545113
Kotlin-BitVector, 44.7945288707759
clisp-BitVector, 96.2532891167535
CSharp-BitVector, 961.357898180869
clojure-persistentvector, 131.12789706888
Rust-BitVector, 27.8901813159067
C-BitString, 117.239085404085
Scala-BitVector, 7.99248780764727
perl6-BitVector, 1.4547516772118
